text,spam,hate,scam,political,violence,sectarian,adult,drugs,harass,misinfo
حياتك بإيدي هلق، اذا ما عملت يلي بدي ياه رح تندم لآخر يوم,0,0,0,0,1,0,0,0,0,0
اذا ما طلعت من الشركة بكرا رح نجي نطلعك بالقوة، هاد آخر إنذار,0,0,0,0,1,0,0,0,0,0
بعرف مدرسة ولادك، فكر منيح قبل ما تكمل بهالطريق يلي اخترتو,0,0,0,0,1,0,0,0,0,0
رح نكسر زجاج سيارتك كل يوم لحتى تفهم إنك مو مرغوب فيك هون,0,0,0,0,1,0,0,0,0,0
عندك 48 ساعة ترد المبلغ وإلا رح نجي ونصفي الحساب بطريقتنا,0,0,0,0,1,0,0,0,0,0
خليك بعيد عن المحل اذا بتحب سلامتك، الشارع صار خطر عليك هلق,0,0,0,0,1,0,0,0,0,0
رح نلاحقك لحتى تدفع يلي عليك، ما في مكان رح تختبي فيه مننا,0,0,0,0,1,0,0,0,0,0
ا.ذ.ا م.ا س.ك.ت رح نخليك عبرة لكل من بيفكر يقف بطريقنا,0,0,0,0,1,0,0,0,0,0
بعتلك ناس يأدبوك اذا ما تراجعت عن شهادتك، انتظرهم بأي لحظة,0,0,0,0,1,0,0,0,0,0
رح نحرق محلك ع راسك اذا ما دفعت الحماية متل باقي التجار بالسوق,0,0,0,0,1,0,0,0,0,0
حضر حالك، رجالي رح يجوك بوقت ما تتوقعو، ما رح تشوفهم جايين,0,0,0,0,1,0,0,0,0,0
اذا فتحت تمك مرة تانية بهالموضوع رح نخليك تندم إنك انولدت,0,0,0,0,1,0,0,0,0,0
بكرا رح تشوف شو رح يصير فيك وبعيلتك اذا ما وقفت عن الكلام,0,0,0,0,1,0,0,0,0,0
رح نكسر رجليك وايديك اذا شفناك مرة تانية بهالحي، هاد وعد مننا,0,0,0,0,1,0,0,0,0,0
عندك ليلة وحدة تفكر بقرارك، بكرا رح نجي وما رح يكون في رجعة,0,0,0,0,1,0,0,0,0,0
ا.ح.ن.ا منعرف وين بتسكن ووين بيروح ولادك كل يوم، انتبه لحالك,0,0,0,0,1,0,0,0,0,0
رح نفجر محلك بالليل اذا ما طلعت من السوق نهائياً خلال أسبوع,0,0,0,0,1,0,0,0,0,0
خليك بالبيت أحسنلك، اذا طلعت ما رح ترجع سالم، هاد تحذير أخير,0,0,0,0,1,0,0,0,0,0
رح نخطف ولدك من قدام المدرسة اذا ما حولت المبلغ يلي طلبناه فوراً,0,0,0,0,1,0,0,0,0,0
حياتك بخطر اذا ضليت تشهد ضدنا، فكر بعيلتك قبل ما تفتح تمك,0,0,0,0,1,0,0,0,0,0
رح نجي ع العرس ونخربو ع راسكم اذا ما لغيتو هالزواج بسرعة,0,0,0,0,1,0,0,0,0,0
بطل تتذاكى علينا، عندنا طرق تخليك تتمنى لو ما عرفتنا أبداً,0,0,0,0,1,0,0,0,0,0
رح نطلق النار ع واجهة محلك اذا ما دفعت بآخر هالأسبوع، انتبه,0,0,0,0,1,0,0,0,0,0
ا.ن.ت.ب.ه ع روحك بالطريق، ممكن يصير معك حادث ما بتطلع منو,0,0,0,0,1,0,0,0,0,0
رجالي بانتظار إشارة مني ليجوا يصفوا الحساب معك، فكر منيح,0,0,0,0,1,0,0,0,0,0
رح نكسر كل عظمة بجسمك اذا ما سكت عن هالحكي ووقفت عن التدخل,0,0,0,0,1,0,0,0,0,0
حضر كفنك، ما بقى إلك وقت طويل اذا ما عملت يلي بدنا ياه فوراً,0,0,0,0,1,0,0,0,0,0
رح نحرق بيتك وانتو نايمين اذا ما رحلتو من الحي خلال أسبوع,0,0,0,0,1,0,0,0,0,0
عيلتك كلها بخطر اذا ما دفعت، ما رح نفرق بين كبير وصغير، انتبه,0,0,0,0,1,0,0,0,0,0
رح نلاحقك لآخر الدنيا اذا هربت، ما في مكان رح يحميك مننا أبداً,0,0,0,0,1,0,0,0,0,0
ا.ذ.ا م.ا اعتذرت قدام الكل رح نكسر فيك لتتعلم احترام الناس,0,0,0,0,1,0,0,0,0,0
بعتلك تحذير أخير، اذا ما اختفيت رح نخليك تختفي بطريقتنا الخاصة,0,0,0,0,1,0,0,0,0,0
رح نعلق صورتك بكل مكان ونخليك مطلوب، حياتك رح تصير جحيم بعد اليوم,0,0,0,0,1,0,0,0,0,0
اذا ما رحلت من المنطقة رح نشعل النار بمحلك وبيتك بنفس الليلة,0,0,0,0,1,0,0,0,0,0
عندك ساعة ترجع يلي اخدتو وإلا رح نجي ع البيت ونكسر كل شي فيه,0,0,0,0,1,0,0,0,0,0
رح نطعنك بالشارع قدام الكل اذا شفناك مرة تانية بهالمنطقة، انتبه,0,0,0,0,1,0,0,0,0,0
حياتك صارت رخيصة عنا اذا ما سمعت الكلام، احنا مو عم نمزح معك,0,0,0,0,1,0,0,0,0,0
ا.ح.ن.ا منعرف بيتك ورح نحرقو اذا ما طلعتو من الحي بسرعة,0,0,0,0,1,0,0,0,0,0
رح نخليك تتسول بالشارع بعد ما نحرق كل يلي بتملكو، انتظر يلي جاي,0,0,0,0,1,0,0,0,0,0
جماعتي رح يجوك بكرا يعطوك درس ما تنساه طول عمرك، استعد,0,0,0,0,1,0,0,0,0,0
عندك يومين تختفي من المدينة وإلا رح نخليك تختفي بطريقتنا، فهمت؟,0,0,0,0,1,0,0,0,0,0
رح نفجر سيارتك قدام بيتك اذا ما سحبت شكواك ضدنا خلال يومين,0,0,0,0,1,0,0,0,0,0
حياتك بإيدنا هلق، اذا ما عملت يلي بدنا ياه رح تندم لآخر يوم بعمرك,0,0,0,0,1,0,0,0,0,0
ر.ح ن.ذ.ب.ح.ك متل الخروف اذا ما سكت عن الشهادة ضد جماعتنا,0,0,0,0,1,0,0,0,0,0
رح نخطف أختك ونخليكم تدفعوا تمن غلطتك غالي اذا ما تراجعت فوراً,0,0,0,0,1,0,0,0,0,0
احنا منعرف كل تحركاتك، أحسنلك تختفي قبل ما نجي نأدبك بطريقتنا,0,0,0,0,1,0,0,0,0,0
رح نشعل النار بمحلك بالنهار قدام الكل اذا ما دفعت الخوة، انتبه,0,0,0,0,1,0,0,0,0,0
عندك ليلة لتقرر، اما تختفي أو نخليك تختفي للأبد، الخيار إلك,0,0,0,0,1,0,0,0,0,0
رح نلاحق عيلتك كلها اذا ما وقفت عن الحكي، ما حدا منهم رح يسلم,0,0,0,0,1,0,0,0,0,0
حضر حالك لزيارة ما تتمناها، رجالي رح يجوك بأي لحظة ما تتوقعها,0,0,0,0,1,0,0,0,0,0
دينهم باطل وعقيدتهم منحرفة، احنا الفرقة الناجية الوحيدة وهنّي ضالين,0,0,0,0,0,1,0,0,0,0
هالمذهب كلو بدع وضلالات، اللي بيتبعو خارج عن الدين الصحيح,0,0,0,0,0,1,0,0,0,0
طقوسهم الدينية كفر صريح ولازم تنمنع، هنّي بيشوهوا الدين الحقيقي,0,0,0,0,0,1,0,0,0,0
معتقداتهم خرافات وشركيات، ما إلهم علاقة بالدين الصحيح أبداً,0,0,0,0,0,1,0,0,0,0
ا.ل.م.ذ.ه.ب التاني كلو ضلال وأهلو رح يتحرقوا بجهنم نهائياً,0,0,0,0,0,1,0,0,0,0
عباداتهم باطلة وصلاتهم ما بتنقبل، هنّي أبعد ما يكونوا عن الحق,0,0,0,0,0,1,0,0,0,0
هالطائفة بتعبد غير الله وبتقدس البشر، هاد كفر بواح ما بينغفر,0,0,0,0,0,1,0,0,0,0
رجال دينهم دجالين بيضحكوا ع الناس وبيحرفوهم عن الصراط المستقيم,0,0,0,0,0,1,0,0,0,0
احتفالاتهم الدينية بدعة وكفر، لازم تنمنع وتنحارب بكل الوسائل,0,0,0,0,0,1,0,0,0,0
كتبهم محرفة وعقيدتهم فاسدة، اللي بيتبعهم بيخسر دينو ودنياه,0,0,0,0,0,1,0,0,0,0
هالفرقة ضالة ومضلة، بتنشر الفتنة والكفر بين المسلمين، احذروهم,0,0,0,0,0,1,0,0,0,0
مساجدهم ما إلها قيمة وعباداتهم باطلة، هنّي مرتدين عن الدين الحق,0,0,0,0,0,1,0,0,0,0
عقيدتهم مبنية ع الكذب والخرافات، اللي بيصدقهم بيضل بالظلام,0,0,0,0,0,1,0,0,0,0
و.ل.ك ه.الطائفة كلها كفار ومرتدين ما بيستاهلوا اسم المسلمين,0,0,0,0,0,1,0,0,0,0
شيوخهم بيحللوا الحرام وبيحرموا الحلال، دينهم كلو تلاعب وضلال,0,0,0,0,0,1,0,0,0,0
هالمذهب بيقدس قبور ويعبد أضرحة، هاد شرك صريح ما بينغفر أبداً,0,0,0,0,0,1,0,0,0,0
طريقتهم بالعبادة منحرفة وبدعة، الدين الصحيح بريء من ممارساتهم,0,0,0,0,0,1,0,0,0,0
هالطائفة بتكفر باقي المسلمين، هنّي أصل الفتنة والتفرقة بالأمة,0,0,0,0,0,1,0,0,0,0
معابدهم بتنشر الضلال ولازم تنسكر، ما فينا نسمحلهم يفسدوا ديننا,0,0,0,0,0,1,0,0,0,0
عقيدتهم مسروقة من أديان تانية، ما إلها أصل ولا جذور بالدين الحق,0,0,0,0,0,1,0,0,0,0
هالفرقة بتشوه صورة الدين وبتسيء لكل المؤمنين الحقيقيين، حاربوهم,0,0,0,0,0,1,0,0,0,0
رموزهم الدينية أصنام بيعبدوها من دون الله، هاد كفر ما بعدو كفر,0,0,0,0,0,1,0,0,0,0
ا.ل.م.ذ.ه.ب.ه.م مبني ع كذبة كبيرة، اللي بيتبعو رح يندم يوم القيامة,0,0,0,0,0,1,0,0,0,0
احتفالاتهم استفزاز للمؤمنين الحقيقيين، لازم تنمنع وتنحارب فوراً,0,0,0,0,0,1,0,0,0,0
هالطائفة بتدعي إنها ع الحق وكلها بعيدة عن الدين الصحيح بمسافات,0,0,0,0,0,1,0,0,0,0
كتب دينهم محرفة ومدسوس فيها، ما فينا نأخد منها ولا حرف واحد,0,0,0,0,0,1,0,0,0,0
شعائرهم الدينية مجرد بدع ابتدعوها، الدين الأصيل ما بيعرفها أبداً,0,0,0,0,0,1,0,0,0,0
هالمذهب بيعادي باقي المسلمين بالخفا، نواياهم سوداء ضد الأمة كلها,0,0,0,0,0,1,0,0,0,0
عقيدتهم تجديف ع الدين، اللي بيدافع عنهم شريكهم بالضلال والكفر,0,0,0,0,0,1,0,0,0,0
و.ل.ك دينهم كلو طقوس وثنية ما إلها علاقة بالتوحيد الحقيقي,0,0,0,0,0,1,0,0,0,0
هالطائفة بتحرف معاني الدين لمصلحتها، حذروا الناس من ضلالاتهم,0,0,0,0,0,1,0,0,0,0
رجال دينهم بيتلاعبوا بعقول البسطاء وبيجروهم للكفر والضلال المبين,0,0,0,0,0,1,0,0,0,0
معتقداتهم تناقض كل تعاليم الدين الصحيح، هنّي فرقة ضالة بكل المقاييس,0,0,0,0,0,1,0,0,0,0
هالمذهب بدعة محدثة، السلف الصالح بريء منهم ومن كل ضلالاتهم,0,0,0,0,0,1,0,0,0,0
عباداتهم شكلية فارغة من الإيمان الحقيقي، هاد دين مزيف ما بينفع,0,0,0,0,0,1,0,0,0,0
هالطائفة بتقدس بشر وترفعهم لمرتبة الآلهة، هاد أكبر شرك بالوجود,0,0,0,0,0,1,0,0,0,0
ا.ل.ف.ر.ق.ة هاي ضالة ومصيرها النار، اللي بيتبعها خسر الدنيا والآخرة,0,0,0,0,0,1,0,0,0,0
شيوخهم بيفتوا بالباطل وبيضللوا أتباعهم عن طريق الحق المستقيم,0,0,0,0,0,1,0,0,0,0
هالمذهب بيحقد ع باقي الطوائف وبيسعى لتفريق المسلمين عن بعض,0,0,0,0,0,1,0,0,0,0
عقيدتهم مليانة تناقضات وخرافات، اللي بيفكر منيح بيرفضها فوراً,0,0,0,0,0,1,0,0,0,0
طقوسهم غريبة عن الدين وبتسيء لكل المؤمنين، لازم ترفض وتدان,0,0,0,0,0,1,0,0,0,0
هالطائفة بتعتبر حالها فوق الكل، وهي بالحقيقة أبعد ما يكون عن الحق,0,0,0,0,0,1,0,0,0,0
دينهم تجارة بأسماء مقدسة، شيوخهم بيتاجروا بإيمان الناس البسطا,0,0,0,0,0,1,0,0,0,0
و.ل.ك ه.ا.ل.م.ذ.ه.ب كلو كفر مغلف بالدين، احذروا منهم ومن دعوتهم,0,0,0,0,0,1,0,0,0,0
معابدهم بؤر لنشر الضلال والفتنة، الواجب الديني يحتم علينا محاربتها,0,0,0,0,0,1,0,0,0,0
هالفرقة شوهت الدين بممارساتها، المؤمن الحقيقي لازم يتبرأ منهم,0,0,0,0,0,1,0,0,0,0
عقيدتهم بتكفر الصحابة وترتد عن الدين، هاد خط أحمر ما بينتجاوز,0,0,0,0,0,1,0,0,0,0
هالطائفة بتدس السم بالعسل، بتظهر التدين وبتخفي الكفر والضلال,0,0,0,0,0,1,0,0,0,0
رموزهم الدينية باطلة وعبادتها شرك، حذروا أولادكم من الانجرار وراهم,0,0,0,0,0,1,0,0,0,0
هالمذهب انحراف خطير عن الدين الصحيح، اللي بيتبعو بيضيع بين الفرق الضالة,0,0,0,0,0,1,0,0,0,0
هالمذهب كلو بدع وضلالات، اللي بيتبعو خارج عن الدين الصحيح نهائياً,0,0,0,0,0,1,0,0,0,0
معتقداتهم خرافات وشركيات، ما إلها علاقة بالدين الصحيح أبداً,0,0,0,0,0,1,0,0,0,0
ا.ل.م.ذ.ه.ب التاني كلو ضلال وأهلو بيتبعوا الباطل عن قصد,0,0,0,0,0,1,0,0,0,0
احتفالاتهم الدينية بدعة ولازم تنمنع وتنحارب بكل الوسائل المتاحة,0,0,0,0,0,1,0,0,0,0
كتبهم محرفة وعقيدتهم فاسدة، اللي بيتبعهم بيخسر دينو ودنياه وآخرتو,0,0,0,0,0,1,0,0,0,0
هالفرقة ضالة ومضلة، بتنشر الفتنة والكفر بين المؤمنين، احذروهم,0,0,0,0,0,1,0,0,0,0
عقيدتهم مبنية ع الكذب والخرافات، اللي بيصدقهم بيضل بالظلام الدامس,0,0,0,0,0,1,0,0,0,0
و.ل.ك ه.ا.ل.م.ذ.ه.ب كلو كفر مغلف بالدين، احذروا من دعوتهم,0,0,0,0,0,1,0,0,0,0
هالمذهب بيقدس القبور ويعبد الأضرحة، هاد شرك صريح ما بينغفر أبداً,0,0,0,0,0,1,0,0,0,0
طريقتهم بالعبادة منحرفة وبدعة، الدين الصحيح بريء من كل ممارساتهم,0,0,0,0,0,1,0,0,0,0
هالطائفة بتكفر باقي المؤمنين، هنّي أصل الفتنة والتفرقة بالأمة كلها,0,0,0,0,0,1,0,0,0,0
ا.ل.م.ذ.ه.ب.ه.م مبني ع كذبة، اللي بيتبعو رح يندم يوم القيامة,0,0,0,0,0,1,0,0,0,0
هالمذهب بيعادي باقي المؤمنين بالخفا، نواياهم سوداء ضد الأمة كلها,0,0,0,0,0,1,0,0,0,0
هالطائفة بتحرف معاني الدين لمصلحتها، حذروا الناس من كل ضلالاتهم,0,0,0,0,0,1,0,0,0,0
و.ل.ك د.ي.ن.ه.م كلو طقوس فارغة ما إلها علاقة بالتوحيد الحقيقي,0,0,0,0,0,1,0,0,0,0
هالمذهب بدعة محدثة، السلف الصالح بريء منهم ومن كل ضلالاتهم وبدعهم,0,0,0,0,0,1,0,0,0,0
عباداتهم شكلية فارغة من الإيمان الحقيقي، هاد دين مزيف ما بينفع صاحبو,0,0,0,0,0,1,0,0,0,0
هالطائفة بتقدس بشر وترفعهم لمرتبة الآلهة، هاد أكبر شرك بالوجود كلو,0,0,0,0,0,1,0,0,0,0
ا.ل.ف.ر.ق.ة هاي ضالة ومصيرها النار، اللي بيتبعها خسر الدارين,0,0,0,0,0,1,0,0,0,0
شيوخهم بيفتوا بالباطل وبيضللوا أتباعهم عن طريق الحق المستقيم عمداً,0,0,0,0,0,1,0,0,0,0
هالمذهب بيحقد ع باقي الطوائف وبيسعى لتفريق المؤمنين عن بعضهم,0,0,0,0,0,1,0,0,0,0
طقوسهم غريبة عن الدين وبتسيء لكل المؤمنين، لازم ترفض وتدان بشدة,0,0,0,0,0,1,0,0,0,0
و.ل.ك م.ع.ا.ب.د.ه.م بؤر لنشر الضلال، الواجب يحتم محاربتها,0,0,0,0,0,1,0,0,0,0
هالفرقة شوهت الدين بممارساتها، المؤمن الحقيقي لازم يتبرأ منهم كلياً,0,0,0,0,0,1,0,0,0,0
عقيدتهم بتنحرف عن الدين الصحيح، هاد خط أحمر ما بينتجاوز نهائياً,0,0,0,0,0,1,0,0,0,0
هالمذهب انحراف خطير عن الدين، اللي بيتبعو بيضيع بين الفرق الضالة,0,0,0,0,0,1,0,0,0,0
شعائرهم محرفة ومبتدعة، الدين الصحيح ما بيعترف فيها ولا بيقبلها أبداً,0,0,0,0,0,1,0,0,0,0
هالطائفة بتنشر عقيدة فاسدة بين الناس، واجبنا نكشفها ونحذر منها الجميع,0,0,0,0,0,1,0,0,0,0
هالمذهب ضلال مبين وأتباعو ملعونون بكتاب الله المنزل,0,0,0,0,0,1,0,0,0,0
طقوسهم الدينية وثنية وبتخالف التوحيد الحقيقي لله,0,0,0,0,0,1,0,0,0,0
هالفرقة خوارج العصر وحكمهم كحكم الخوارج الأولين,0,0,0,0,0,1,0,0,0,0
دينهم تلفيق من أديان متعددة وما إلو أصل بالرسالة الحقيقية,0,0,0,0,0,1,0,0,0,0
هنّي يكفّرون الصحابة وهاد خروج صريح من ملة الإسلام,0,0,0,0,0,1,0,0,0,0
مساجدهم أوكار للضلالة وتجنيد الشباب على باطل,0,0,0,0,0,1,0,0,0,0
شيوخهم دجالون بيتاجروا بالدين لجمع الأموال والنفوذ,0,0,0,0,0,1,0,0,0,0
عباداتهم بدعة وكل بدعة ضلالة وكل ضلالة بالنار,0,0,0,0,0,1,0,0,0,0
هالطائفة اخترعت أحاديث مكذوبة لتبرير انحرافها عن الحق,0,0,0,0,0,1,0,0,0,0
التقريب بين المذاهب ممنوع لأنو بيساوي بين الحق والباطل,0,0,0,0,0,1,0,0,0,0
هنّي يتبركون بالقبور وهاد شرك بالله لا يغفر أبداً,0,0,0,0,0,1,0,0,0,0
الزواج من هالطائفة حرام وينجس الأسرة المؤمنة,0,0,0,0,0,1,0,0,0,0
دينهم مخترع وما نزل به وحي من السماء أبداً,0,0,0,0,0,1,0,0,0,0
هالمذهب جاء للتفريق ولكسر وحدة المسلمين الحقيقيين,0,0,0,0,0,1,0,0,0,0
رجال دينهم يدّعون علم الغيب وهذا كفر صريح بالله,0,0,0,0,0,1,0,0,0,0
هنّي بيحلوا الربا ويحرمون ما أحل الله بأهواء بشرية,0,0,0,0,0,1,0,0,0,0
الصلاة خلف إمامهم غير جائزة لأنهم خارجون عن الملة,0,0,0,0,0,1,0,0,0,0
كتبهم مليانة تكفير للصحابة والتابعين رضوان الله عليهم,0,0,0,0,0,1,0,0,0,0
هالطائفة بتتبع رجالها أكثر من اتباعها لكلام الله,0,0,0,0,0,1,0,0,0,0
احتفالاتهم بالأضرحة بدعة ابتدعوها وليس لها أصل بالدين,0,0,0,0,0,1,0,0,0,0
الفرقة الناجية واحدة وهؤلاء ليسوا منها بأي حال,0,0,0,0,0,1,0,0,0,0
تفسيرهم للقرآن محرف ومبني على أهواء وليس على علم,0,0,0,0,0,1,0,0,0,0
هنّي يعتبرون علماءهم معصومين وهاد شرك واضح بالله,0,0,0,0,0,1,0,0,0,0
صيامهم وصلاتهم مردودة لأنهم على غير هدى من الله,0,0,0,0,0,1,0,0,0,0
التعاون مع هالطائفة في أي أمر يساعدها على نشر ضلالها,0,0,0,0,0,1,0,0,0,0
هالمذهب بيجيز الكذب والخداع على من يخالفهم بالمذهب,0,0,0,0,0,1,0,0,0,0
دينهم دين سياسة وقبائل وليس دين توحيد وعبادة خالصة,0,0,0,0,0,1,0,0,0,0
هنّي بيؤمنون بعصمة البشر وهذا خروج عن الإسلام الصحيح,0,0,0,0,0,1,0,0,0,0
مواليدهم الدينية التي يحتفلون بها حرام ومنكر لازم يتمنع,0,0,0,0,0,1,0,0,0,0
الحاكم بأمر الله بينهم رجل وضع نفسه فوق النص والشرع,0,0,0,0,0,1,0,0,0,0
هالطائفة تعتقد بالتناسخ والحلول وهذا كفر صريح لا يغتفر,0,0,0,0,0,1,0,0,0,0
كتب الفقه عندهم ملوثة بالإسرائيليات والأساطير الباطلة,0,0,0,0,0,1,0,0,0,0
هنّي يحللون المتعة وهاد خروج صريح عن الشريعة الإسلامية,0,0,0,0,0,1,0,0,0,0
قبورهم صارت مزارات يتبركون بها بدل بيوت الله المساجد,0,0,0,0,0,1,0,0,0,0
عقيدتهم تقوم على كره الصحابة وهذا طعن بأصل الإسلام,0,0,0,0,0,1,0,0,0,0
هنّي يدّعون نسباً للنبي ليكسبوا الشرعية على أتباعهم,0,0,0,0,0,1,0,0,0,0
الإمامة عندهم حق إلهي وهذا تشريع من البشر لا من الله,0,0,0,0,0,1,0,0,0,0
فتاواهم تصدر لخدمة السياسة وليس لخدمة الدين والحق,0,0,0,0,0,1,0,0,0,0
الاقتراب من هالطائفة يفتن القلوب ويبعدها عن الهدى,0,0,0,0,0,1,0,0,0,0
هالمذهب يعلم أتباعه الكذب والتقية على أهل الحق,0,0,0,0,0,1,0,0,0,0
دينهم دين الظاهر والباطن ودين الله واحد لا يتجزأ,0,0,0,0,0,1,0,0,0,0
هنّي يكذبون على أهل السنة ويتصنعون الوحدة خداعاً,0,0,0,0,0,1,0,0,0,0
محرم على المسلم الحقيقي الصلاة في مساجد هالطائفة,0,0,0,0,0,1,0,0,0,0
إمامهم الغائب أسطورة اخترعوها ليضللوا البسطاء بها,0,0,0,0,0,1,0,0,0,0
هالطائفة ما حاربت عدو الإسلام وكانت دايماً للأعداء,0,0,0,0,0,1,0,0,0,0
عقيدة الإمامة الإلهية شرك أكبر ما يغفره الله نهائياً,0,0,0,0,0,1,0,0,0,0
هنّي بيحرّفون آيات الله ليتلاءم معها مذهبهم الباطل,0,0,0,0,0,1,0,0,0,0
الولاء للإمام عندهم فوق الولاء لله ورسوله وهذا ضلال,0,0,0,0,0,1,0,0,0,0
دينهم أسس على الانتقام وليس على العدل والرحمة الإلهية,0,0,0,0,0,1,0,0,0,0
الفرقة الضالة هذه ستظل ضالة حتى ترجع للكتاب والسنة,0,0,0,0,0,1,0,0,0,0
تحريم الزواج من هالطائفة واجب ديني لحماية النسل المؤمن,0,0,0,0,0,1,0,0,0,0
بنات للتعارف والتسلية، خدمات خاصة بأسعار مغرية، تواصل عالخاص,0,0,0,0,0,0,1,0,0,0
بدك تتسلى وتقضي وقت ممتع؟ عندي يلي بدك ياه، احكيني خاص,0,0,0,0,0,0,1,0,0,0
خدمات مرافقة للسهرات الخاصة، سرية تامة، التواصل عالواتساب,0,0,0,0,0,0,1,0,0,0
صور وفيديوهات خاصة حصرية، اشترك بالقناة وشوف الممنوع، الرابط بالخاص,0,0,0,0,0,0,1,0,0,0
عندي محتوى للكبار بس، اشترك وشوف يلي ما بينعرض بمكان تاني,0,0,0,0,0,0,1,0,0,0
بنات حلوين للتعارف الجدي وغير الجدي، احكيني وحدد يلي بدك ياه,0,0,0,0,0,0,1,0,0,0
خدمة دردشة ساخنة مع بنات، اتصل عالرقم وعيش المتعة، سرية تامة,0,0,0,0,0,0,1,0,0,0
ا.ش.ت.ر.ك بالقناة الخاصة وشوف المحتوى الممنوع للكبار فقط,0,0,0,0,0,0,1,0,0,0
تبي تشوف محتوى ما بينحط بأي مكان؟ ادفع اشتراك وافتحلك الباب,0,0,0,0,0,0,1,0,0,0
خدمات خاصة جداً للرجال، سرية ومضمونة، التفاصيل عالخاص بس,0,0,0,0,0,0,1,0,0,0
عندي أرقام بنات للتسلية والمتعة، اطلب الرقم يلي بيناسبك خاص,0,0,0,0,0,0,1,0,0,0
محتوى حصري للكبار، صور وفيديو، اشتراك شهري رمزي، الرابط هون,0,0,0,0,0,0,1,0,0,0
بدك مغامرة ممتعة بدون التزام؟ عندي يلي بيلبيلك رغباتك، احكيني,0,0,0,0,0,0,1,0,0,0
خدمة مرافقة بكل المحافظات، بنات بمواصفات خاصة، تواصل سري,0,0,0,0,0,0,1,0,0,0
ا.ر.ق.ا.م خاصة للتعارف الساخن مع بنات احكيني وخود الرقم,0,0,0,0,0,0,1,0,0,0
اشترك بمجموعتنا الخاصة وشوف المحتوى الجريء يلي ما بينعرض، خاص,0,0,0,0,0,0,1,0,0,0
عندي صبايا للسهر والتسلية، الخدمة راقية والسرية مضمونة، تواصل,0,0,0,0,0,0,1,0,0,0
تبي تعيش ليلة ما تنتسى؟ عندي يلي بيحقق كل خيالاتك، احكيني خاص,0,0,0,0,0,0,1,0,0,0
محتوى للبالغين فقط، اشتراك مدفوع وخصوصية تامة، الرابط بالخاص,0,0,0,0,0,0,1,0,0,0
خدمات حميمة وراقية للرجال المهتمين، التفاصيل والأسعار عالخاص,0,0,0,0,0,0,1,0,0,0
بنات متاحات للتعارف الخاص والمواعيد، اطلب وانا بأمنلك يلي بدك ياه,0,0,0,0,0,0,1,0,0,0
عندي قناة خاصة فيها كل المحتوى الممنوع، اشترك وشوف بعينك,0,0,0,0,0,0,1,0,0,0
خدمة دردشة مرئية مع صبايا، ادفع واستمتع بخصوصية تامة، خاص,0,0,0,0,0,0,1,0,0,0
تبي تتسلى عالواتس مع بنت حلوة؟ عندي الرقم المناسب إلك، احكيني,0,0,0,0,0,0,1,0,0,0
محتوى ساخن وحصري بأسعار رمزية، اشترك هلق وافتحلك عالم جديد,0,0,0,0,0,0,1,0,0,0
بنات للترفيه والمرافقة بأناقة وسرية، التواصل عالأرقام الخاصة,0,0,0,0,0,0,1,0,0,0
عندي يلي بيشبع رغباتك ويحقق خيالاتك، احكيني وخلينا نتفاهم خاص,0,0,0,0,0,0,1,0,0,0
اشترك بالخدمة المميزة للكبار وشوف يلي ما حلمت تشوفو، الرابط هون,0,0,0,0,0,0,1,0,0,0
خدمات خاصة بأعلى مستوى للزباين المميزين، السرية أولويتنا، تواصل,0,0,0,0,0,0,1,0,0,0
ا.ش.ت.ر.ا.ك بالمحتوى الخاص للكبار فقط بأسعار مغرية احكيني,0,0,0,0,0,0,1,0,0,0
بدك صحبة ممتعة لسهرتك؟ عندي صبايا راقيات، التفاصيل عالخاص,0,0,0,0,0,0,1,0,0,0
عندي أرقام مميزة للتعارف الساخن، اطلب يلي بيعجبك وانا بأمنو,0,0,0,0,0,0,1,0,0,0
محتوى حصري وجريء، قناة خاصة باشتراك، اشترك وشوف الممنوع,0,0,0,0,0,0,1,0,0,0
خدمة مرافقة فاخرة للمناسبات الخاصة، صبايا أنيقات، تواصل سري,0,0,0,0,0,0,1,0,0,0
تبي تعيش متعة حقيقية بعيد عن الفضول؟ عندي الحل، احكيني خاص,0,0,0,0,0,0,1,0,0,0
بنات للتسلية والدردشة الحميمة، اتصل بالرقم وعيش اللحظة، سري,0,0,0,0,0,0,1,0,0,0
عندي أفضل محتوى للكبار بالمنطقة، اشتراك بسيط ومتعة كبيرة، خاص,0,0,0,0,0,0,1,0,0,0
خدمات راقية وخاصة جداً، للرجال يلي بيقدروا الخصوصية، تواصل,0,0,0,0,0,0,1,0,0,0
اشترك بالمجموعة الخاصة وشوف صور وفيديوهات حصرية، الرابط بالخاص,0,0,0,0,0,0,1,0,0,0
بدك مواعدة بدون قيود ولا التزام؟ عندي يلي بيناسبك، احكيني هلق,0,0,0,0,0,0,1,0,0,0
عندي صبايا متاحات للسهر والمرافقة بكل المدن، الخدمة مضمونة,0,0,0,0,0,0,1,0,0,0
محتوى للبالغين بجودة عالية، اشتراك شهري وخصوصية تامة، تواصل,0,0,0,0,0,0,1,0,0,0
تبي تتعرف ع بنت للتسلية بسرية؟ عندي أرقام جاهزة، احكيني خاص,0,0,0,0,0,0,1,0,0,0
ا.ل.م.ح.ت.و.ى الخاص للكبار متوفر بالاشتراك شوف الممنوع هلق,0,0,0,0,0,0,1,0,0,0
